Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Galactolipid Biosynthetic Process (GO:0019375),1/5,0.0027472053583369,0.0230650320275157,0,0,499.625,2946.374119506432,FA2H
GO_Biological_Process_2023,Galactosylceramide Biosynthetic Process (GO:0006682),1/5,0.0027472053583369,0.0230650320275157,0,0,499.625,2946.374119506432,FA2H
GO_Biological_Process_2023,Intracellular Water Homeostasis (GO:0009992),1/5,0.0027472053583369,0.0230650320275157,0,0,499.625,2946.374119506432,AQP4
GO_Biological_Process_2023,Plasma Membrane Raft Organization (GO:0044857),1/5,0.0027472053583369,0.0230650320275157,0,0,499.625,2946.374119506432,FA2H
GO_Biological_Process_2023,Glycosylceramide Biosynthetic Process (GO:0046476),1/6,0.0032958256764104,0.0230650320275157,0,0,399.68,2284.210591570385,FA2H
GO_Biological_Process_2023,Galactosylceramide Metabolic Process (GO:0006681),1/7,0.0038441720045859,0.0230650320275157,0,0,333.05,1852.1566750462316,FA2H
GO_Biological_Process_2023,Renal Water Homeostasis (GO:0003091),1/14,0.0076749307875411,0.0284672728336091,0,0,153.66153846153847,748.3003458854362,AQP4
GO_Biological_Process_2023,Membrane Raft Organization (GO:0031579),1/14,0.0076749307875411,0.0284672728336091,0,0,153.66153846153847,748.3003458854362,FA2H
GO_Biological_Process_2023,Multicellular Organismal-Level Water Homeostasis (GO:0050891),1/19,0.0104029870187894,0.0284672728336091,0,0,110.95,506.5602322657193,AQP4
GO_Biological_Process_2023,Water Transport (GO:0006833),1/19,0.0104029870187894,0.0284672728336091,0,0,110.95,506.5602322657193,AQP4
GO_Biological_Process_2023,Fluid Transport (GO:0042044),1/19,0.0104029870187894,0.0284672728336091,0,0,110.95,506.5602322657193,AQP4
GO_Biological_Process_2023,Establishment Of Skin Barrier (GO:0061436),1/19,0.0104029870187894,0.0284672728336091,0,0,110.95,506.5602322657193,FA2H
GO_Biological_Process_2023,Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351),1/20,0.0109477797028559,0.0284672728336091,0,0,105.10526315789474,474.5101770765117,AQP4
GO_Biological_Process_2023,Skin Epidermis Development (GO:0098773),1/21,0.0114922998030339,0.0284672728336091,0,0,99.845,445.9155629250324,FA2H
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),2/308,0.0118613636806704,0.0284672728336091,0,0,14.294117647058824,63.386820309135295,AQP4;EPOR
