Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Trophoblast Cell Migration (GO:1901164),1/5,0.0027472053583369,0.0455197156066117,0,0,499.625,2946.374119506432,GJA1
GO_Biological_Process_2023,Skeletal System Development (GO:0001501),2/149,0.0029014043048095,0.0455197156066117,0,0,29.99546485260771,175.25031561215707,GJA1;PITX1
GO_Biological_Process_2023,Atrial Cardiac Muscle Cell To AV Node Cell Signaling (GO:0086026),1/7,0.0038441720045859,0.0455197156066117,0,0,333.05,1852.1566750462316,GJA1
GO_Biological_Process_2023,Regulation Of Morphogenesis Of An Epithelium (GO:1905330),1/8,0.004392244396163,0.0455197156066117,0,0,285.45714285714286,1549.43708775113,GJA1
GO_Biological_Process_2023,Negative Regulation Of Hormone Secretion (GO:0046888),1/9,0.004940042922945,0.0455197156066117,0,0,249.7625,1326.3340991921912,GJA1
GO_Biological_Process_2023,Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629),1/9,0.004940042922945,0.0455197156066117,0,0,249.7625,1326.3340991921912,STX19
GO_Biological_Process_2023,Acidic Amino Acid Transport (GO:0015800),1/10,0.0054875676690229,0.0455197156066117,0,0,222.0,1155.5699775561973,GJA1
GO_Biological_Process_2023,Atrial Cardiac Muscle Cell Action Potential (GO:0086014),1/12,0.0065817961978748,0.0455197156066117,0,0,181.61818181818185,912.3494182081016,GJA1
GO_Biological_Process_2023,Regulation Of Trophoblast Cell Migration (GO:1901163),1/13,0.00712850018242,0.0455197156066117,0,0,166.475,822.994869532877,GJA1
GO_Biological_Process_2023,Synaptic Vesicle Membrane Organization (GO:0048499),1/14,0.0076749307875411,0.0455197156066117,0,0,153.66153846153847,748.3003458854362,STX19
GO_Biological_Process_2023,Regulation Of Stem Cell Proliferation (GO:0072091),1/16,0.0087669723009575,0.0455197156066117,0,0,133.16,630.7474630602054,GJA1
GO_Biological_Process_2023,Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),1/16,0.0087669723009575,0.0455197156066117,0,0,133.16,630.7474630602054,GJA1
GO_Biological_Process_2023,Positive Regulation Of Stem Cell Proliferation (GO:2000648),1/16,0.0087669723009575,0.0455197156066117,0,0,133.16,630.7474630602054,GJA1
GO_Biological_Process_2023,Extracellular Matrix Assembly (GO:0085029),1/17,0.0093125834341288,0.0455197156066117,0,0,124.83125,583.7594513941907,ELN
GO_Biological_Process_2023,Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),1/19,0.0104029870187894,0.0455197156066117,0,0,110.95,506.5602322657193,IGFBP4
GO_Biological_Process_2023,Vesicle Docking (GO:0048278),1/19,0.0104029870187894,0.0455197156066117,0,0,110.95,506.5602322657193,STX19
GO_Biological_Process_2023,Xenobiotic Transport (GO:0042908),1/20,0.0109477797028559,0.0455197156066117,0,0,105.10526315789474,474.5101770765117,GJA1
GO_Biological_Process_2023,Negative Regulation Of Reproductive Process (GO:2000242),1/20,0.0109477797028559,0.0455197156066117,0,0,105.10526315789474,474.5101770765117,GJA1
GO_Biological_Process_2023,Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),1/20,0.0109477797028559,0.0455197156066117,0,0,105.10526315789474,474.5101770765117,GJA1
GO_Biological_Process_2023,Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),1/23,0.0125805227255512,0.0479288141515826,0,0,90.75909090909092,397.1259752205777,GJA1
GO_Biological_Process_2023,Dicarboxylic Acid Transport (GO:0006835),1/24,0.0131242257813257,0.0479288141515826,0,0,86.80869565217391,376.1677267870623,GJA1
GO_Biological_Process_2023,Cardiac Conduction System Development (GO:0003161),1/25,0.0136676567242548,0.0479288141515826,0,0,83.1875,357.1008995813401,GJA1
GO_Biological_Process_2023,Protein Localization (GO:0008104),2/351,0.0152131509816657,0.0479288141515826,0,0,12.50557147405285,52.34325779702675,GJA1;STX19
GO_Biological_Process_2023,Establishment Of Mitotic Spindle Orientation (GO:0000132),1/29,0.0158386617716755,0.0479288141515826,0,0,71.28928571428571,295.5155744703354,GJA1
GO_Biological_Process_2023,Sarcomere Organization (GO:0045214),1/29,0.0158386617716755,0.0479288141515826,0,0,71.28928571428571,295.5155744703354,FLNC
GO_Biological_Process_2023,Maintenance Of Blood-Brain Barrier (GO:0035633),1/29,0.0158386617716755,0.0479288141515826,0,0,71.28928571428571,295.5155744703354,GJA1
