Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Zymogen Inhibition (GO:0097341),1/5,0.0027472053583369,0.0366933749740391,0,0,499.625,2946.374119506432,CST7
GO_Biological_Process_2023,Podocyte Cell Migration (GO:0090521),1/5,0.0027472053583369,0.0366933749740391,0,0,499.625,2946.374119506432,TESK1
GO_Biological_Process_2023,Inhibition Of Cysteine-Type Endopeptidase Activity (GO:0097340),1/7,0.0038441720045859,0.0366933749740391,0,0,333.05,1852.1566750462316,CST7
GO_Biological_Process_2023,"Blood Coagulation, Intrinsic Pathway (GO:0007597)",1/7,0.0038441720045859,0.0366933749740391,0,0,333.05,1852.1566750462316,GP5
GO_Biological_Process_2023,Positive Regulation Of Platelet Activation (GO:0010572),1/9,0.004940042922945,0.0366933749740391,0,0,249.7625,1326.3340991921912,GP5
GO_Biological_Process_2023,Negative Regulation Of Protein Autophosphorylation (GO:0031953),1/9,0.004940042922945,0.0366933749740391,0,0,249.7625,1326.3340991921912,TESK1
GO_Biological_Process_2023,Megakaryocyte Development (GO:0035855),1/10,0.0054875676690229,0.0366933749740391,0,0,222.0,1155.5699775561973,GP5
GO_Biological_Process_2023,Negative Regulation Of Neuroinflammatory Response (GO:0150079),1/13,0.00712850018242,0.0366933749740391,0,0,166.475,822.994869532877,CST7
GO_Biological_Process_2023,Protein Activation Cascade (GO:0072376),1/14,0.0076749307875411,0.0366933749740391,0,0,153.66153846153847,748.3003458854362,GP5
GO_Biological_Process_2023,Regulation Of Microglial Cell Activation (GO:1903978),1/14,0.0076749307875411,0.0366933749740391,0,0,153.66153846153847,748.3003458854362,CST7
GO_Biological_Process_2023,"Blood Coagulation, Fibrin Clot Formation (GO:0072378)",1/14,0.0076749307875411,0.0366933749740391,0,0,153.66153846153847,748.3003458854362,GP5
GO_Biological_Process_2023,Negative Regulation Of Cilium Assembly (GO:1902018),1/14,0.0076749307875411,0.0366933749740391,0,0,153.66153846153847,748.3003458854362,TESK1
GO_Biological_Process_2023,Negative Regulation Of Macrophage Activation (GO:0043031),1/15,0.0082210881236714,0.0366933749740391,0,0,142.67857142857142,685.0073410932765,CST7
GO_Biological_Process_2023,Positive Regulation Of Cell Activation (GO:0050867),1/15,0.0082210881236714,0.0366933749740391,0,0,142.67857142857142,685.0073410932765,GP5
GO_Biological_Process_2023,Tail-Anchored Membrane Protein Insertion Into ER Membrane (GO:0071816),1/16,0.0087669723009575,0.0366933749740391,0,0,133.16,630.7474630602054,EMC1
GO_Biological_Process_2023,Megakaryocyte Differentiation (GO:0030219),1/17,0.0093125834341288,0.0366933749740391,0,0,124.83125,583.7594513941907,GP5
GO_Biological_Process_2023,Establishment Of Vesicle Localization (GO:0051650),1/18,0.0098579216348164,0.0366933749740391,0,0,117.48235294117649,542.7073703814344,TESK1
GO_Biological_Process_2023,Positive Regulation Of Nervous System Process (GO:0031646),1/18,0.0098579216348164,0.0366933749740391,0,0,117.48235294117649,542.7073703814344,CST7
GO_Biological_Process_2023,Negative Regulation Of Phosphate Metabolic Process (GO:0045936),1/20,0.0109477797028559,0.0386053284258605,0,0,105.10526315789474,474.5101770765117,TESK1
GO_Biological_Process_2023,Myeloid Cell Development (GO:0061515),1/27,0.014753702756032,0.0442162641125941,0,0,76.78076923076924,323.7277777065472,GP5
GO_Biological_Process_2023,Regulation Of Peptidase Activity (GO:0052547),1/27,0.014753702756032,0.0442162641125941,0,0,76.78076923076924,323.7277777065472,CST7
GO_Biological_Process_2023,Regulation Of Platelet Activation (GO:0010543),1/28,0.0152963180805092,0.0442162641125941,0,0,73.93333333333334,309.05191525436794,GP5
GO_Biological_Process_2023,Protein Insertion Into ER Membrane (GO:0045048),1/29,0.0158386617716755,0.0442162641125941,0,0,71.28928571428571,295.5155744703354,EMC1
GO_Biological_Process_2023,Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),1/29,0.0158386617716755,0.0442162641125941,0,0,71.28928571428571,295.5155744703354,TESK1
GO_Biological_Process_2023,Regulation Of Protein Autophosphorylation (GO:0031952),1/31,0.016922534733464,0.0453523930856835,0,0,66.53,271.3831303578043,TESK1
GO_Biological_Process_2023,Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),1/35,0.0190870263243922,0.0469657364276504,0,0,58.69117647058823,232.34348501767585,TESK1
GO_Biological_Process_2023,Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),1/36,0.0196274719399136,0.0469657364276504,0,0,57.011428571428574,224.10195239289595,GP5
GO_Biological_Process_2023,Negative Regulation Of Organelle Assembly (GO:1902116),1/36,0.0196274719399136,0.0469657364276504,0,0,57.011428571428574,224.10195239289595,TESK1
GO_Biological_Process_2023,Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),1/39,0.0212471852336025,0.047895726172298,0,0,52.502631578947366,202.2155053364779,GP5
GO_Biological_Process_2023,Negative Regulation Of Proteolysis (GO:0045861),1/41,0.0223256423422114,0.047895726172298,0,0,49.8725,189.6162115443105,CST7
GO_Biological_Process_2023,Positive Regulation Of Stress Fiber Assembly (GO:0051496),1/43,0.0234030191755172,0.047895726172298,0,0,47.49285714285714,178.3304657718936,TESK1
GO_Biological_Process_2023,Epithelial Cell Migration (GO:0010631),1/46,0.0250170610222384,0.047895726172298,0,0,44.32,163.46090194189088,TESK1
GO_Biological_Process_2023,Negative Regulation Of Hydrolase Activity (GO:0051346),1/47,0.0255545358769434,0.047895726172298,0,0,43.35434782608696,158.97781166869382,CST7
GO_Biological_Process_2023,Bicellular Tight Junction Assembly (GO:0070830),1/47,0.0255545358769434,0.047895726172298,0,0,43.35434782608696,158.97781166869382,OCEL1
GO_Biological_Process_2023,Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),1/51,0.0277017430592618,0.047895726172298,0,0,39.878,143.01287394480332,TESK1
GO_Biological_Process_2023,Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),1/51,0.0277017430592618,0.047895726172298,0,0,39.878,143.01287394480332,TESK1
GO_Biological_Process_2023,Regulation Of Protein Localization To Nucleus (GO:1900180),1/52,0.0282378723956638,0.047895726172298,0,0,39.09411764705882,139.4522833938583,TESK1
GO_Biological_Process_2023,Tight Junction Assembly (GO:0120192),1/53,0.0287737329936235,0.047895726172298,0,0,38.340384615384615,136.0428936891653,OCEL1
GO_Biological_Process_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),1/53,0.0287737329936235,0.047895726172298,0,0,38.340384615384615,136.0428936891653,CST7
GO_Biological_Process_2023,Apical Junction Assembly (GO:0043297),1/54,0.0293093249711077,0.047895726172298,0,0,37.61509433962264,132.7756240232595,OCEL1
GO_Biological_Process_2023,Nucleosome Assembly (GO:0006334),1/54,0.0293093249711077,0.047895726172298,0,0,37.61509433962264,132.7756240232595,NAP1L2
GO_Biological_Process_2023,protein-DNA Complex Assembly (GO:0065004),1/59,0.0319832597603844,0.0506664011760451,0,0,34.36379310344827,118.2988232215442,NAP1L2
GO_Biological_Process_2023,Negative Regulation Of Peptidase Activity (GO:0010466),1/60,0.03251724254582,0.0506664011760451,0,0,33.77966101694916,115.72860487101576,CST7
GO_Biological_Process_2023,Regulation Of Actin Filament-Based Process (GO:0032970),1/70,0.0378423625037638,0.0531992065610992,0,0,28.869565217391305,94.52837096535384,TESK1
GO_Biological_Process_2023,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),1/71,0.038373406353793,0.0531992065610992,0,0,28.455714285714286,92.77674343537714,TESK1
GO_Biological_Process_2023,Regulation Of Cilium Assembly (GO:1902017),1/71,0.038373406353793,0.0531992065610992,0,0,28.455714285714286,92.77674343537714,TESK1
GO_Biological_Process_2023,Regulation Of Cellular Localization (GO:0060341),1/72,0.0389041837581843,0.0531992065610992,0,0,28.053521126760565,91.0800620630536,TESK1
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),1/72,0.0389041837581843,0.0531992065610992,0,0,28.053521126760565,91.0800620630536,TESK1
GO_Biological_Process_2023,Regulation Of Stress Fiber Assembly (GO:0051492),1/75,0.0404949184271054,0.0531992065610992,0,0,26.91216216216216,86.2959682120762,TESK1
GO_Biological_Process_2023,Negative Regulation Of Phosphorylation (GO:0042326),1/75,0.0404949184271054,0.0531992065610992,0,0,26.91216216216216,86.2959682120762,TESK1
GO_Biological_Process_2023,Nucleosome Organization (GO:0034728),1/75,0.0404949184271054,0.0531992065610992,0,0,26.91216216216216,86.2959682120762,NAP1L2
GO_Biological_Process_2023,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),1/80,0.0431408249946982,0.0554923572722748,0,0,25.20253164556962,79.21875265135186,TESK1
GO_Biological_Process_2023,Regulation Of Phosphorylation (GO:0042325),1/82,0.0441973291518992,0.0554923572722748,0,0,24.57777777777778,76.6603234550211,TESK1
GO_Biological_Process_2023,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),1/83,0.0447251834731767,0.0554923572722748,0,0,24.276829268292683,75.43341417316094,GP5
GO_Biological_Process_2023,Positive Regulation Of Protein Localization (GO:1903829),1/85,0.0457800971719973,0.0557684820095239,0,0,23.696428571428573,73.07755450297252,TESK1
GO_Biological_Process_2023,Negative Regulation Of Protein Kinase Activity (GO:0006469),1/88,0.0473604821923678,0.056663434051583,0,0,22.87586206896552,69.77062685533508,TESK1
GO_Biological_Process_2023,Regulation Of Actin Cytoskeleton Organization (GO:0032956),1/91,0.0489384874443282,0.0575241869959648,0,0,22.11,66.71009583505662,TESK1
GO_Biological_Process_2023,Regulation Of Protein Localization (GO:0032880),1/97,0.0520873715006026,0.0601698946644892,0,0,20.721875,61.22967487540231,TESK1
GO_Biological_Process_2023,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),1/112,0.0599181606870973,0.0680426570514495,0,0,17.90810810810811,50.40730639649694,TESK1
GO_Biological_Process_2023,Regulation Of Cytoskeleton Organization (GO:0051493),1/114,0.0609578105393185,0.068069555102239,0,0,17.58938053097345,49.20758106608857,TESK1
GO_Biological_Process_2023,Negative Regulation Of Protein Phosphorylation (GO:0001933),1/149,0.0789833105680655,0.0867521607878753,0,0,13.406081081081082,34.031587618122906,TESK1
