Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Mitochondrial RNA Metabolic Process (GO:0000959),2/20,6.232515501994467e-05,0.0031785829060171,0,0,221.88888888888889,2148.58238291385,FASTKD5;POLRMT
GO_Biological_Process_2023,Mitochondrial Gene Expression (GO:0140053),2/103,0.001676148130566,0.0246624486036199,0,0,39.38019801980198,251.6889622164234,FASTKD5;POLRMT
GO_Biological_Process_2023,Positive Regulation Of Killing Of Cells Of Another Organism (GO:0051712),1/5,0.0029966530298936,0.0246624486036199,0,0,454.1818181818182,2638.914119276588,FCER2
GO_Biological_Process_2023,Regulation Of Mitochondrial mRNA Stability (GO:0044528),1/6,0.0035949984464796,0.0246624486036199,0,0,363.3272727272727,2044.8828145385055,FASTKD5
GO_Biological_Process_2023,Positive Regulation Of Cell Killing (GO:0031343),1/6,0.0035949984464796,0.0246624486036199,0,0,363.3272727272727,2044.8828145385055,FCER2
GO_Biological_Process_2023,RNA Processing (GO:0006396),2/183,0.0051739651485511,0.0246624486036199,0,0,21.886187845303866,115.21143010799464,DIS3;FASTKD5
GO_Biological_Process_2023,Mitochondrial RNA Processing (GO:0000963),1/9,0.0053880625223818,0.0246624486036199,0,0,227.04545454545453,1185.9876925180256,FASTKD5
GO_Biological_Process_2023,Ribonucleoside Bisphosphate Biosynthetic Process (GO:0034030),1/10,0.0059850935124877,0.0246624486036199,0,0,201.8080808080808,1032.9512945731403,PPCS
GO_Biological_Process_2023,Coenzyme A Biosynthetic Process (GO:0015937),1/10,0.0059850935124877,0.0246624486036199,0,0,201.8080808080808,1032.9512945731403,PPCS
GO_Biological_Process_2023,Purine Nucleoside Bisphosphate Biosynthetic Process (GO:0034033),1/10,0.0059850935124877,0.0246624486036199,0,0,201.8080808080808,1032.9512945731403,PPCS
GO_Biological_Process_2023,Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770),1/10,0.0059850935124877,0.0246624486036199,0,0,201.8080808080808,1032.9512945731403,FCER2
GO_Biological_Process_2023,Mitochondrial Transcription (GO:0006390),1/12,0.0071781707148818,0.0246624486036199,0,0,165.099173553719,815.046857216495,POLRMT
GO_Biological_Process_2023,Exonucleolytic Catabolism Of Deadenylated mRNA (GO:0043928),1/12,0.0071781707148818,0.0246624486036199,0,0,165.099173553719,815.046857216495,DIS3
GO_Biological_Process_2023,acetyl-CoA Biosynthetic Process (GO:0006085),1/12,0.0071781707148818,0.0246624486036199,0,0,165.099173553719,815.046857216495,PPCS
GO_Biological_Process_2023,acyl-CoA Biosynthetic Process (GO:0071616),1/13,0.0077742172076079,0.0246624486036199,0,0,151.33333333333334,735.0172993440868,PPCS
GO_Biological_Process_2023,Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769),1/13,0.0077742172076079,0.0246624486036199,0,0,151.33333333333334,735.0172993440868,FCER2
GO_Biological_Process_2023,Coenzyme A Metabolic Process (GO:0015936),1/15,0.0089653267055102,0.0246624486036199,0,0,129.7012987012987,611.4626002996463,PPCS
GO_Biological_Process_2023,acetyl-CoA Metabolic Process (GO:0006084),1/16,0.0095603900128118,0.0246624486036199,0,0,121.04848484848485,562.8907982194623,PPCS
GO_Biological_Process_2023,Heart Process (GO:0003015),1/16,0.0095603900128118,0.0246624486036199,0,0,121.04848484848485,562.8907982194623,PPCS
GO_Biological_Process_2023,Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000),1/17,0.0101551258956082,0.0246624486036199,0,0,113.47727272727272,520.8353408254836,FCER2
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic (GO:0000291)",1/17,0.0101551258956082,0.0246624486036199,0,0,113.47727272727272,520.8353408254836,DIS3
GO_Biological_Process_2023,rRNA Catabolic Process (GO:0016075),1/19,0.0113436160025479,0.0262965643695429,0,0,100.85858585858584,451.7557080600296,DIS3
GO_Biological_Process_2023,Positive Regulation Of Monooxygenase Activity (GO:0032770),1/26,0.0154930404733183,0.034354133223445,0,0,72.59272727272727,302.5203442580517,FCER2
GO_Biological_Process_2023,Regulation Of Nitric-Oxide Synthase Activity (GO:0050999),1/28,0.0166756552976705,0.0354357675075498,0,0,67.20875420875421,275.1395602176083,FCER2
GO_Biological_Process_2023,intra-Golgi Vesicle-Mediated Transport (GO:0006891),1/33,0.0196264984148835,0.0384981315061177,0,0,56.69318181818182,222.85379213708367,COPE
GO_Biological_Process_2023,ncRNA Catabolic Process (GO:0034661),1/33,0.0196264984148835,0.0384981315061177,0,0,56.69318181818182,222.85379213708367,DIS3
GO_Biological_Process_2023,Macrophage Activation (GO:0042116),1/35,0.0208045614562384,0.0392975049728948,0,0,53.35294117647059,206.61369382894844,FCER2
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",1/39,0.0231567959712164,0.041362649029261,0,0,47.72727272727273,179.71546945510647,DIS3
GO_Biological_Process_2023,Protein Localization To Chromosome (GO:0034502),1/40,0.023744044790362,0.041362649029261,0,0,46.5011655011655,173.93405340895535,IFFO1
GO_Biological_Process_2023,Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),1/41,0.0243309700172123,0.041362649029261,0,0,45.33636363636364,168.47016546086343,IFFO1
GO_Biological_Process_2023,Nucleobase-Containing Compound Catabolic Process (GO:0034655),1/44,0.02608980569517,0.0429219384017313,0,0,42.16701902748415,153.74983290143678,DIS3
GO_Biological_Process_2023,Purine Ribonucleotide Biosynthetic Process (GO:0009152),1/55,0.0325140352140577,0.0518192436224045,0,0,33.55892255892256,114.97566851206538,PPCS
GO_Biological_Process_2023,RNA Catabolic Process (GO:0006401),1/57,0.0336778952288052,0.0520476562626989,0,0,32.357142857142854,109.72027527854156,DIS3
GO_Biological_Process_2023,DNA-templated Transcription Initiation (GO:0006352),1/59,0.0348404717697619,0.0522607076546428,0,0,31.238244514106583,104.86602418496526,POLRMT
GO_Biological_Process_2023,Regulation Of mRNA Stability (GO:0043488),1/74,0.0435190145295109,0.0634134211715731,0,0,24.80074719800747,77.73936369017362,FASTKD5
GO_Biological_Process_2023,Macromolecule Catabolic Process (GO:0009057),1/85,0.0498377533507968,0.0706034839136288,0,0,21.541125541125545,64.60145815655738,DIS3
GO_Biological_Process_2023,rRNA Metabolic Process (GO:0016072),1/91,0.0532681882881208,0.0734237189917342,0,0,20.0989898989899,58.93859893285312,DIS3
GO_Biological_Process_2023,ncRNA Processing (GO:0034470),1/100,0.0583925585800791,0.0771020103033759,0,0,18.26354453627181,51.878818604154176,DIS3
GO_Biological_Process_2023,rRNA Processing (GO:0006364),1/101,0.0589603608202286,0.0771020103033759,0,0,18.08,51.18248959763659,DIS3
GO_Biological_Process_2023,RNA Metabolic Process (GO:0016070),1/111,0.064621146449885,0.0823919617236034,0,0,16.42809917355372,45.00007230598145,DIS3
GO_Biological_Process_2023,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),1/115,0.066876707624933,0.0831880997285752,0,0,15.848484848484848,42.86863861107806,COPE
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),1/122,0.070811946480989,0.0859859350126295,0,0,14.926371149511644,39.52096421722127,FCER2
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),1/155,0.0891596984900511,0.1057475493719211,0,0,11.708382526564344,28.302979280758237,DIS3
GO_Biological_Process_2023,Double-Strand Break Repair (GO:0006302),1/168,0.0962959611490246,0.1116157731500058,0,0,10.78987479586282,25.251855826797005,IFFO1
GO_Biological_Process_2023,Golgi Vesicle Transport (GO:0048193),1/197,0.1120310032789794,0.1254010902360756,0,0,9.17996289424861,20.09475178886764,COPE
GO_Biological_Process_2023,DNA-templated Transcription (GO:0006351),1/199,0.113106865703127,0.1254010902360756,0,0,9.08631772268136,19.802922497358765,POLRMT
GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),1/245,0.1375243114414148,0.1492285081598331,0,0,7.35618479880775,14.59433642744969,FCER2
GO_Biological_Process_2023,Gene Expression (GO:0010467),1/296,0.1638744358162797,0.1741165880547971,0,0,6.068721109399076,10.976221441016444,DIS3
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),1/938,0.4381873031094865,0.4560724991547716,0,0,1.8483554865625305,1.525094428033238,PCBP1
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),1/1243,0.5370797022036241,0.5478212962476966,0,0,1.3721270677792416,0.8529262247186196,PCBP1
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),1/2028,0.7228999726738964,0.7228999726738964,0,0,0.805534376821994,0.2613833524565506,PCBP1
