Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),2/111,0.0019428226785018,0.0436043998109207,0,0,36.47522935779816,227.7372298548145,EID2;NOG
GO_Biological_Process_2023,Negative Regulation Of Astrocyte Differentiation (GO:0048712),1/5,0.0029966530298936,0.0436043998109207,0,0,454.1818181818182,2638.914119276588,NOG
GO_Biological_Process_2023,Negative Regulation Of Cardiac Muscle Tissue Growth (GO:0055022),1/5,0.0029966530298936,0.0436043998109207,0,0,454.1818181818182,2638.914119276588,NOG
GO_Biological_Process_2023,Embryonic Skeletal Joint Development (GO:0072498),1/5,0.0029966530298936,0.0436043998109207,0,0,454.1818181818182,2638.914119276588,NOG
GO_Biological_Process_2023,Ventricular Compact Myocardium Morphogenesis (GO:0003223),1/5,0.0029966530298936,0.0436043998109207,0,0,454.1818181818182,2638.914119276588,NOG
GO_Biological_Process_2023,Positive Regulation Of Kidney Development (GO:0090184),1/6,0.0035949984464796,0.0436043998109207,0,0,363.3272727272727,2044.8828145385055,NOG
GO_Biological_Process_2023,Pharyngeal Arch Artery Morphogenesis (GO:0061626),1/6,0.0035949984464796,0.0436043998109207,0,0,363.3272727272727,2044.8828145385055,NOG
GO_Biological_Process_2023,Regulation Of Translational Termination (GO:0006449),1/6,0.0035949984464796,0.0436043998109207,0,0,363.3272727272727,2044.8828145385055,GSPT1
GO_Biological_Process_2023,Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005),1/7,0.0041930151049605,0.0436043998109207,0,0,302.7575757575757,1657.3964565725007,NOG
GO_Biological_Process_2023,Negative Regulation Of Glial Cell Differentiation (GO:0045686),1/8,0.0047907030934129,0.0436043998109207,0,0,259.4935064935065,1385.975083259077,NOG
GO_Biological_Process_2023,Translational Termination (GO:0006415),1/8,0.0047907030934129,0.0436043998109207,0,0,259.4935064935065,1385.975083259077,GSPT1
GO_Biological_Process_2023,Negative Regulation Of Receptor Binding (GO:1900121),1/9,0.0053880625223818,0.0436043998109207,0,0,227.04545454545453,1185.9876925180256,NOG
GO_Biological_Process_2023,Negative Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060394),1/10,0.0059850935124877,0.0436043998109207,0,0,201.8080808080808,1032.9512945731403,NOG
GO_Biological_Process_2023,Cell Differentiation In Hindbrain (GO:0021533),1/11,0.0065817961978748,0.0436043998109207,0,0,181.61818181818185,912.3494182081016,NOG
GO_Biological_Process_2023,Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190),1/11,0.0065817961978748,0.0436043998109207,0,0,181.61818181818185,912.3494182081016,NOG
GO_Biological_Process_2023,Regulation Of Astrocyte Differentiation (GO:0048710),1/11,0.0065817961978748,0.0436043998109207,0,0,181.61818181818185,912.3494182081016,NOG
GO_Biological_Process_2023,Atrial Cardiac Muscle Tissue Development (GO:0003228),1/12,0.0071781707148818,0.0444408287707742,0,0,165.099173553719,815.046857216495,NOG
GO_Biological_Process_2023,Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189),1/14,0.0083699358209422,0.0444408287707742,0,0,139.6853146853147,668.1300945358273,NOG
GO_Biological_Process_2023,Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311),1/16,0.0095603900128118,0.0444408287707742,0,0,121.04848484848485,562.8907982194623,NOG
GO_Biological_Process_2023,Pharyngeal System Development (GO:0060037),1/16,0.0095603900128118,0.0444408287707742,0,0,121.04848484848485,562.8907982194623,NOG
GO_Biological_Process_2023,Embryonic Digit Morphogenesis (GO:0042733),1/17,0.0101551258956082,0.0444408287707742,0,0,113.47727272727272,520.8353408254836,NOG
GO_Biological_Process_2023,Cardiac Atrium Morphogenesis (GO:0003209),1/18,0.0107495345067081,0.0444408287707742,0,0,106.79679144385028,484.0984098875249,NOG
GO_Biological_Process_2023,Mesenchyme Morphogenesis (GO:0072132),1/18,0.0107495345067081,0.0444408287707742,0,0,106.79679144385028,484.0984098875249,NOG
GO_Biological_Process_2023,Heart Trabecula Morphogenesis (GO:0061384),1/18,0.0107495345067081,0.0444408287707742,0,0,106.79679144385028,484.0984098875249,NOG
GO_Biological_Process_2023,Regulation Of Protein-Containing Complex Disassembly (GO:0043244),1/19,0.0113436160025479,0.0444408287707742,0,0,100.85858585858584,451.7557080600296,GSPT1
GO_Biological_Process_2023,Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036),1/19,0.0113436160025479,0.0444408287707742,0,0,100.85858585858584,451.7557080600296,NOG
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043),1/20,0.0119373705403343,0.0444408287707742,0,0,95.54545454545456,423.0830518492731,NOG
GO_Biological_Process_2023,Endocardial Cushion Morphogenesis (GO:0003203),1/21,0.0125307982775315,0.0444408287707742,0,0,90.76363636363637,397.5053179562565,NOG
GO_Biological_Process_2023,Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844),1/23,0.013716673976595,0.0444408287707742,0,0,82.50413223140495,353.872030109198,EID2
GO_Biological_Process_2023,Protein Alkylation (GO:0008213),1/23,0.013716673976595,0.0444408287707742,0,0,82.50413223140495,353.872030109198,GSPT1
GO_Biological_Process_2023,Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),1/23,0.013716673976595,0.0444408287707742,0,0,82.50413223140495,353.872030109198,NOG
GO_Biological_Process_2023,Endocardial Cushion Development (GO:0003197),1/23,0.013716673976595,0.0444408287707742,0,0,82.50413223140495,353.872030109198,NOG
GO_Biological_Process_2023,Ear Morphogenesis (GO:0042471),1/24,0.014309122256811,0.0444408287707742,0,0,78.91304347826087,335.1324919763037,NOG
GO_Biological_Process_2023,Dorsal/Ventral Pattern Formation (GO:0009953),1/27,0.0160845107297618,0.0444408287707742,0,0,69.7972027972028,288.2553656873905,NOG
GO_Biological_Process_2023,Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482),1/27,0.0160845107297618,0.0444408287707742,0,0,69.7972027972028,288.2553656873905,GPR174
GO_Biological_Process_2023,Ventricular Septum Morphogenesis (GO:0060412),1/27,0.0160845107297618,0.0444408287707742,0,0,69.7972027972028,288.2553656873905,NOG
GO_Biological_Process_2023,Fatty Acid Derivative Biosynthetic Process (GO:1901570),1/28,0.0166756552976705,0.0444408287707742,0,0,67.20875420875421,275.1395602176083,ACACA
GO_Biological_Process_2023,Limb Development (GO:0060173),1/28,0.0166756552976705,0.0444408287707742,0,0,67.20875420875421,275.1395602176083,NOG
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",1/28,0.0166756552976705,0.0444408287707742,0,0,67.20875420875421,275.1395602176083,GSPT1
GO_Biological_Process_2023,Artery Morphogenesis (GO:0048844),1/30,0.0178569680089386,0.0444408287707742,0,0,62.56739811912226,251.8563944353508,NOG
GO_Biological_Process_2023,Embryonic Skeletal System Morphogenesis (GO:0048704),1/30,0.0178569680089386,0.0444408287707742,0,0,62.56739811912226,251.8563944353508,NOG
GO_Biological_Process_2023,Positive Regulation Of Rho Protein Signal Transduction (GO:0035025),1/31,0.0184471364708874,0.0444408287707742,0,0,60.47878787878788,241.4824938489569,GPR174
GO_Biological_Process_2023,Cardiac Muscle Tissue Morphogenesis (GO:0055008),1/31,0.0184471364708874,0.0444408287707742,0,0,60.47878787878788,241.4824938489569,NOG
GO_Biological_Process_2023,Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092),1/31,0.0184471364708874,0.0444408287707742,0,0,60.47878787878788,241.4824938489569,EID2
GO_Biological_Process_2023,Negative Regulation Of Osteoblast Differentiation (GO:0045668),1/32,0.0190369798873027,0.0446429869840866,0,0,58.52492668621701,231.83899894541256,NOG
GO_Biological_Process_2023,Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),1/33,0.0196264984148835,0.0446429869840866,0,0,56.69318181818182,222.85379213708367,NOG
GO_Biological_Process_2023,Embryonic Limb Morphogenesis (GO:0030326),1/34,0.020215692219209,0.0446429869840866,0,0,54.972451790633606,214.4638136267328,NOG
GO_Biological_Process_2023,Embryonic Skeletal System Development (GO:0048706),1/34,0.020215692219209,0.0446429869840866,0,0,54.972451790633606,214.4638136267328,NOG
GO_Biological_Process_2023,Protein Methylation (GO:0006479),1/35,0.0208045614562384,0.0450057860073729,0,0,53.35294117647059,206.61369382894844,GSPT1
GO_Biological_Process_2023,Ventricular Septum Development (GO:0003281),1/37,0.0219813268798694,0.0466004129853232,0,0,50.38383838383838,192.34342502593887,NOG
