Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),42/93,2.6343354551002347e-79,8.64062029272877e-77,0,0,389.5098039215686,70476.18672691249,EIF4A1;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL11;RPL10A;RPS14;RPS15A;RPS19;RPS3;RPL36;RACK1;RPL13;RPLP2;RPL35;RPL38;RPL37;RPS27A;RPS11;RPL17;RPS13;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPS27;RPS29;RPL27A;RPL37A;RPL24;RPL27;RPS20;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),40/158,4.387825919852509e-63,7.196034508558115e-61,0,0,152.5269645608629,21900.43579603655,RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL11;RPL10A;RPS14;RPS15A;RPS19;RPS3;RPL36;RPL13;RPLP2;RPL35;RPL38;RPL37;RPS27A;RPS11;RPL17;RPS13;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPS27;RPS29;RPL27A;RPL37A;RPL24;RPL27;RPS20;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),40/183,3.3041384754504295e-60,3.6125247331591364e-58,0,0,125.70247933884298,17216.202747619092,RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL11;RPL10A;RPS14;RPS15A;RPS19;RPS3;RPL36;RPL13;RPLP2;RPL35;RPL38;RPL37;RPS27A;RPS11;RPL17;RPS13;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPS27;RPS29;RPL27A;RPL37A;RPL24;RPL27;RPS20;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Translation (GO:0006412),41/234,1.6953001148432363e-57,1.3901460941714538e-55,0,0,97.4386070610917,12737.125071672768,RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL11;RPL10A;RPS14;RPS15A;RPS19;RPS3;RPL36;RACK1;RPL13;RPLP2;RPL35;RPL38;RPL37;RPS27A;RPS11;RPL17;RPS13;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPS27;RPS29;RPL27A;RPL37A;RPL24;RPL27;RPS20;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Gene Expression (GO:0010467),40/296,3.705991471031316e-51,2.4311304049965432e-49,0,0,69.8153409090909,8107.089261694216,RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL11;RPL10A;RPS14;RPS15A;RPS19;RPS3;RPL36;RPL13;RPLP2;RPL35;RPL38;RPL37;RPS27A;RPS11;RPL17;RPS13;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPSA;RPS27;RPS29;RPL27A;RPL37A;RPL24;RPL27;RPS20;RPL26;FAU;RPL28;RPS21;RPS23
GO_Biological_Process_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),15/118,1.5370312773984837e-18,8.402437649778376e-17,0,0,41.8172224567328,1715.2035843209017,NOP56;RPS8;RPS5;RPS6;RPL11;RPL35A;RPS14;RPS15A;RPS27;RPS19;RPL38;RPL26;RPS11;RPS13;RPS23
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),15/155,1.024903342664816e-16,4.802404234200851e-15,0,0,30.70807453416149,1130.5719078257314,NOP56;RPS8;RPS5;RPS6;RPL11;RPL35A;RPS14;RPS15A;RPS27;RPS19;RPL27;RPL26;RPS11;RPS13;RPS23
GO_Biological_Process_2023,Ribosomal Small Subunit Biogenesis (GO:0042274),12/84,1.1776690217468292e-15,4.828442989162e-14,0,0,45.93518518518518,1579.032983738819,NOP56;RPS14;RPS15A;RPS27;RPS19;RPS8;RPS5;RPS6;RPSA;RPS11;RPS13;RPS23
GO_Biological_Process_2023,rRNA Processing (GO:0006364),9/101,3.9974227467634864e-10,1.4568385121538038e-08,0,0,25.857391304347825,559.5591474834412,NOP56;RPS14;RPS27;RPS19;RPS6;RPL11;RPL35A;RPL27;RPL26
GO_Biological_Process_2023,rRNA Metabolic Process (GO:0016072),8/91,4.411434105157945e-09,1.4469503864918057e-07,0,0,25.15282181357007,483.9167991194575,NOP56;RPS27;RPS19;RPS6;RPL11;RPL35A;RPL27;RPL26
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),5/17,6.888233451085438e-09,2.053945974505476e-07,0,0,104.9789029535865,1972.915887374166,RPS14;RPS27;RPS19;RPS5;RPSA
GO_Biological_Process_2023,ncRNA Processing (GO:0034470),8/100,9.369578108891202e-09,2.5610180164302617e-07,0,0,22.68192219679634,419.2934267068255,NOP56;RPS27;RPS19;RPS6;RPL11;RPL35A;RPL27;RPL26
GO_Biological_Process_2023,Ribosome Assembly (GO:0042255),6/50,6.275331608054252e-08,1.5833144364936885e-06,0,0,34.74125874125874,576.1509253906793,RPS14;RPS27;RPS19;RPS5;RPL11;RPSA
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),7/150,3.241271673407257e-06,7.593836491982716e-05,0,0,12.570247933884298,158.88221207553275,RPS14;RPS27;RPS19;RPS5;RPL11;RPSA;RPL38
GO_Biological_Process_2023,"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",4/30,7.299792637307933e-06,0.00015962213233580014,0,0,38.25,452.4081715643566,RPS14;RPS19;RPS8;RPS21
GO_Biological_Process_2023,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),4/47,4.499933056524104e-05,0.0009224862765874412,0,0,23.108139534883723,231.28620151009693,RPL11;RPS20;RPL37;RPL17
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),3/21,8.999701580819557e-05,0.0017364130108875,0,0,40.94238683127572,381.4083869233133,RPS20;RPL37;RPL17
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667),2/8,0.00048010630537338055,0.0082881509559194,0,0,80.9349593495935,618.4647354076805,RPL11;RPL17
GO_Biological_Process_2023,Sequestering Of Actin Monomers (GO:0042989),2/8,0.00048010630537338055,0.0082881509559194,0,0,80.9349593495935,618.4647354076805,TMSB4X;TMSB10
GO_Biological_Process_2023,Maturation Of SSU-rRNA (GO:0030490),3/38,0.0005421912851282127,0.0088919370761026,0,0,21.03809523809524,158.2041976426792,RPS14;RPS19;RPS8
GO_Biological_Process_2023,Ribosomal Large Subunit Biogenesis (GO:0042273),3/54,0.0015189683621521,0.0237248391802808,0,0,14.426289034132171,93.62263249741429,RPL11;RPL35A;RPL26
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),2/15,0.0017663371160008,0.0263344806385588,0,0,37.34146341463415,236.70183464118705,RPS3;TPT1
GO_Biological_Process_2023,Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),2/17,0.0022753911201387,0.0310970119752294,0,0,32.359349593495935,196.92616533267545,RPL11;RPL17
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),2/17,0.0022753911201387,0.0310970119752294,0,0,32.359349593495935,196.92616533267545,RPL11;RPL17
GO_Biological_Process_2023,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),3/65,0.0025876933144015,0.0339505362849487,0,0,11.86021505376344,70.65116364267298,RPL30;RPS19;FAU
GO_Biological_Process_2023,Negative Regulation Of Actin Filament Polymerization (GO:0030837),2/23,0.0041643245266368,0.0525345555668027,0,0,23.1068524970964,126.65330751964044,TMSB4X;TMSB10
GO_Biological_Process_2023,Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051),2/25,0.0049111564710161,0.0596614563886412,0,0,21.09544008483563,112.14854540617638,RPL11;RPL17
GO_Biological_Process_2023,Negative Regulation Of Amide Metabolic Process (GO:0034249),3/93,0.0070675653560662,0.0827914798853477,0,0,8.158847736625514,40.4045657597274,RPS3;RACK1;RPL13A
GO_Biological_Process_2023,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),3/98,0.0081606420721908,0.0922996758509861,0,0,7.727485380116959,37.15709128698225,RPS3;RACK1;RPL13A
GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),3/100,0.0086241691044038,0.0942909155414824,0,0,7.567392134402444,35.9692273171892,RPL30;RPS19;FAU
GO_Biological_Process_2023,Negative Regulation Of Translation (GO:0017148),3/107,0.0103668044134046,0.106576004538441,0,0,7.055555555555555,32.23786669766693,RPS3;RACK1;RPL13A
GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),4/202,0.01039765897936,0.106576004538441,0,0,4.979292929292929,22.7363208813316,RPS3;RACK1;RPL13A;RPL26
GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),2/39,0.0116785991402661,0.1126641328825675,0,0,13.104152933421226,58.31344445697337,RACK1;RPS3
GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),2/39,0.0116785991402661,0.1126641328825675,0,0,13.104152933421226,58.31344445697337,RPL11;RPL17
GO_Biological_Process_2023,Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),2/42,0.0134602001960587,0.1261413046944933,0,0,12.11951219512195,52.21107767517093,RPL11;RPL17
GO_Biological_Process_2023,Erythrocyte Differentiation (GO:0030218),2/49,0.0180403784480438,0.1643678925266214,0,0,10.310845874416191,41.39951843325928,RPS14;RPS19
GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),3/137,0.0200233093580477,0.1707752507292244,0,0,5.467661691542289,21.38324964953092,RPS3;RACK1;RPL13A
GO_Biological_Process_2023,Protein Geranylgeranylation (GO:0018344),1/5,0.0208262500889298,0.1707752507292244,0,0,59.97590361445784,232.19917372092343,RABGGTB
GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255),1/5,0.0208262500889298,0.1707752507292244,0,0,59.97590361445784,232.19917372092343,RPL26
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator (GO:1902162)",1/5,0.0208262500889298,0.1707752507292244,0,0,59.97590361445784,232.19917372092343,RPL26
GO_Biological_Process_2023,Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),2/54,0.0216583250976375,0.1732666007811002,0,0,9.317073170731708,35.706428544839426,RPL11;RPS3
GO_Biological_Process_2023,Myeloid Cell Differentiation (GO:0030099),2/57,0.0239613224529757,0.1817833749582436,0,0,8.807538802660753,32.86369559720273,RPS14;RPS19
GO_Biological_Process_2023,Negative Regulation Of Protein Metabolic Process (GO:0051248),3/147,0.0240485408910667,0.1817833749582436,0,0,5.0853909465020575,18.956714975331504,RPS3;RACK1;RPL13A
GO_Biological_Process_2023,Positive Regulation Of Gastrulation (GO:2000543),1/6,0.0249397922961005,0.1817833749582436,0,0,47.97831325301205,177.10189992485337,RACK1
GO_Biological_Process_2023,Positive Regulation Of Membrane Depolarization (GO:1904181),1/6,0.0249397922961005,0.1817833749582436,0,0,47.97831325301205,177.10189992485337,RACK1
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),2/62,0.0280111807879518,0.1831517921019818,0,0,8.071544715447155,28.856995476476,RACK1;RPS3
GO_Biological_Process_2023,Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342),1/7,0.0290362597234849,0.1831517921019818,0,0,39.97991967871486,141.4973273170703,RACK1
GO_Biological_Process_2023,Regulation Of Endodeoxyribonuclease Activity (GO:0032071),1/7,0.0290362597234849,0.1831517921019818,0,0,39.97991967871486,141.4973273170703,RPS3
GO_Biological_Process_2023,Regulation Of Golgi To Plasma Membrane Protein Transport (GO:0042996),1/7,0.0290362597234849,0.1831517921019818,0,0,39.97991967871486,141.4973273170703,RACK1
GO_Biological_Process_2023,Cytoplasmic Sequestering Of NF-kappaB (GO:0007253),1/7,0.0290362597234849,0.1831517921019818,0,0,39.97991967871486,141.4973273170703,TMSB4X
GO_Biological_Process_2023,"Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)",1/7,0.0290362597234849,0.1831517921019818,0,0,39.97991967871486,141.4973273170703,RPS21
GO_Biological_Process_2023,Lipoxygenase Pathway (GO:0019372),1/7,0.0290362597234849,0.1831517921019818,0,0,39.97991967871486,141.4973273170703,HPGD
GO_Biological_Process_2023,Positive Regulation Of Ligase Activity (GO:0051351),1/8,0.0331157220760182,0.1905606463321753,0,0,34.26678141135972,116.772525740896,TMSB4X
GO_Biological_Process_2023,Positive Regulation Of ATP Biosynthetic Process (GO:2001171),1/8,0.0331157220760182,0.1905606463321753,0,0,34.26678141135972,116.772525740896,TMSB4X
GO_Biological_Process_2023,Negative Regulation Of Oxidative Stress-Induced Neuron Death (GO:1903204),1/8,0.0331157220760182,0.1905606463321753,0,0,34.26678141135972,116.772525740896,RACK1
GO_Biological_Process_2023,Modification-Dependent Macromolecule Catabolic Process (GO:0043632),1/8,0.0331157220760182,0.1905606463321753,0,0,34.26678141135972,116.772525740896,RPS27A
GO_Biological_Process_2023,Positive Regulation Of Respiratory Burst (GO:0060267),1/8,0.0331157220760182,0.1905606463321753,0,0,34.26678141135972,116.772525740896,RPS19
GO_Biological_Process_2023,Negative Regulation Of Catabolic Process (GO:0009895),2/72,0.0368598187155497,0.1966849295387364,0,0,6.914982578397213,22.8238213864502,RPL11;RPL17
GO_Biological_Process_2023,Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101),1/9,0.0371782488762245,0.1966849295387364,0,0,29.98192771084337,98.70144734687992,RACK1
GO_Biological_Process_2023,Positive Regulation Of ATP Metabolic Process (GO:1903580),1/9,0.0371782488762245,0.1966849295387364,0,0,29.98192771084337,98.70144734687992,TMSB4X
GO_Biological_Process_2023,rRNA 3'-End Processing (GO:0031125),1/9,0.0371782488762245,0.1966849295387364,0,0,29.98192771084337,98.70144734687992,RPS21
GO_Biological_Process_2023,Regulation Of RNA Polymerase II Regulatory Region Sequence-Specific DNA Binding (GO:1903025),1/9,0.0371782488762245,0.1966849295387364,0,0,29.98192771084337,98.70144734687992,TMSB4X
GO_Biological_Process_2023,Defense Response To Gram-negative Bacterium (GO:0050829),2/75,0.039697989329775,0.2048703377277089,0,0,6.629802873371199,21.39075890059606,RPL30;RPS19
GO_Biological_Process_2023,Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206),1/10,0.0412239094208194,0.2048703377277089,0,0,26.64926372155288,84.97748965941867,RACK1
GO_Biological_Process_2023,Protein Prenylation (GO:0018342),1/10,0.0412239094208194,0.2048703377277089,0,0,26.64926372155288,84.97748965941867,RABGGTB
GO_Biological_Process_2023,Regulation Of Mitochondrial Depolarization (GO:0051900),1/10,0.0412239094208194,0.2048703377277089,0,0,26.64926372155288,84.97748965941867,RACK1
GO_Biological_Process_2023,Negative Regulation Of RNA Metabolic Process (GO:0051253),1/11,0.0452527727730833,0.2182780804348724,0,0,23.98313253012048,74.23957890820988,RPS13
GO_Biological_Process_2023,Negative Regulation Of Cell Division (GO:0051782),1/11,0.0452527727730833,0.2182780804348724,0,0,23.98313253012048,74.23957890820988,TXNIP
GO_Biological_Process_2023,Regulation Of NIK/NF-kappaB Signaling (GO:1901222),2/83,0.0476525517748568,0.2208762279419829,0,0,5.972598614875038,18.179509727766508,TMSB4X;RPS3
GO_Biological_Process_2023,Regulation Of Cell Division (GO:0051302),2/83,0.0476525517748568,0.2208762279419829,0,0,5.972598614875038,18.179509727766508,RACK1;TXNIP
GO_Biological_Process_2023,Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373),1/12,0.0492649077299012,0.2208762279419829,0,0,21.801752464403062,65.63511898463041,TMSB4X
GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),4/336,0.0530760541437157,0.2208762279419829,0,0,2.9493975903614458,8.659518067649834,RPS3;RACK1;RPL13A;RPS13
GO_Biological_Process_2023,Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102),1/13,0.0532603828402292,0.2208762279419829,0,0,19.983935742971887,58.60414077176453,RACK1
GO_Biological_Process_2023,Regulation Of Gastrulation (GO:0010470),1/13,0.0532603828402292,0.2208762279419829,0,0,19.983935742971887,58.60414077176453,RACK1
