Phylum,Class,Order,Family,Genus,Species
Chordata,Actinopteri,Cypriniformes,Leuciscidae,Abramis,Abramis brama
Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix longipilis
Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix olivaceus
Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix sanborni
Chordata,Actinopteri,Blenniiformes,Chaenopsidae,Acanthemblemaria,Acanthemblemaria crockeri
Chordata,Aves,Passeriformes,Fringillidae,Acanthis,Acanthis flammea
Chordata,Actinopteri,Spariformes,Sparidae,Acanthopagrus,Acanthopagrus latus
Chordata,Actinopteri,Spariformes,Sparidae,Acanthopagrus,Acanthopagrus schlegelii
Chordata,Lepidosauria,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus
Chordata,Aves,Passeriformes,Meliphagidae,Acanthorhynchus,Acanthorhynchus tenuirostris
Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus bariene
Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus dussumieri
Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus triostegus
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter cooperii
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gularis
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter striatus
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter trivirgatus
Chordata,Mammalia,Chiroptera,Pteropodidae,Acerodon,Acerodon celebensis
Chordata,Actinopteri,Cypriniformes,Acheilognathidae,Acheilognathus,Acheilognathus macropterus
Chordata,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser baerii
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser brevirostrum
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser gueldenstaedtii
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser naccarii
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser oxyrinchus
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser ruthenus
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser stellatus
Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus
Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys cahirinus
Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys dimidiatus
Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys subspinosus
Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys wilsoni
Chordata,Lepidosauria,Squamata,Boidae,Acrantophis,Acrantophis dumerili
Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis
Chordata,Amphibia,Anura,Hylidae,Acris,Acris crepitans
Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,Acrocephalus baeticatus
Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,Acrocephalus dumetorum
Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,Acrocephalus schoenobaenus
Chordata,Aves,Passeriformes,Sylviidae,Acrocephalus,Acrocephalus scirpaceus
Chordata,Actinopteri,Pempheriformes,Acropomatidae,Acropoma,Acropoma japonicum
Chordata,,Testudines,Emydidae,Actinemys,Actinemys marmorata
Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis macularius
Chordata,Mammalia,Artiodactyla,Bovidae,Addax,Addax nasomaculatus
Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus occidentalis
Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos caudatus
Chordata,Aves,Strigiformes,Strigidae,Aegolius,Aegolius funereus
Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,Aegypius monachus
Chordata,Actinopteri,Syngnathiformes,Centriscidae,Aeoliscus,Aeoliscus strigatus
Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus
Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes egregius
Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus
Chordata,Actinopteri,Pleuronectiformes,Soleidae,Aesopia,Aesopia cornuta
Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys chrysophilus
Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys ineptus
Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys kaiseri
Chordata,Mammalia,Chiroptera,Vespertilionidae,Afronycteris,Afronycteris nana
Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis callidryas
Chordata,Lepidosauria,Squamata,Agamidae,Agama,Agama agama
Chordata,Aves,Pelecaniformes,Ardeidae,Agamia,Agamia agami
Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis fischeri
Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis lilianae
Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis nigrigenis
Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis personatus
Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis pullarius
Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis roseicollis
Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis taranta
Chordata,Aves,Passeriformes,Icteridae,Agelaioides,Agelaioides badius
Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus
Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor
Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon bilineatus
Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix
Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus
Chordata,Aves,Passeriformes,Sturnidae,Agropsar,Agropsar sturninus
Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca
Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens
Chordata,Aves,Anseriformes,Anatidae,Aix,Aix galericulata
Chordata,Aves,Anseriformes,Anatidae,Aix,Aix sponsa
Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon azarae
Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon cursor
Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon molinae
Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon montensis
Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon paranaensis
Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon serrensis
Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon simulator
Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon varius
Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus
Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces
Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces americanus
Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris chukar
Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris graeca
Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris rufa
Chordata,Actinopteri,Carangiformes,Carangidae,Alepes,Alepes djedaba
Chordata,Aves,Psittaciformes,Psittacidae,Alipiopsitta,Alipiopsitta xanthops
Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,Alisterus amboinensis
Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,Alisterus scapularis
Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,Allenopithecus nigroviridis
Chordata,,Crocodylia,Alligatoridae,Alligator,Alligator mississippiensis
Chordata,,Crocodylia,Alligatoridae,Alligator,Alligator sinensis
Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus lhoesti
Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus preussi
Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus solatus
Chordata,Mammalia,Rodentia,Cricetidae,Allocricetulus,Allocricetulus eversmanni
Chordata,Aves,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiaca
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta belzebul
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta caraya
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta guariba
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta macconnelli
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta pigra
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta sara
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus
Chordata,Mammalia,Rodentia,Cricetidae,Alticola,Alticola argentatus
Chordata,Amphibia,Anura,Alytidae,Alytes,Alytes obstetricans
Chordata,Aves,Passeriformes,Estrildidae,Amandava,Amandava amandava
Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona aestiva
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona albifrons
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona amazonica
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona arausiaca
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona auropalliata
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona autumnalis
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona barbadensis
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona brasiliensis
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona farinosa
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona festiva
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona finschi
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona leucocephala
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona ochrocephala
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona oratrix
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona pretrei
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona rhodocorytha
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona ventralis
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona versicolor
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona vinacea
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona viridigenalis
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona xantholora
Chordata,Actinopteri,,Ambassidae,Ambassis,Ambassis marianus
Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Ambloplites,Ambloplites ariommus
Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Ambloplites,Ambloplites rupestris
Chordata,Aves,Passeriformes,Icteridae,Amblycercus,Amblycercus holosericeus
Chordata,Actinopteri,Clupeiformes,Clupeidae,Amblygaster,Amblygaster clupeoides
Chordata,Actinopteri,Clupeiformes,Clupeidae,Amblygaster,Amblygaster leiogaster
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma maculatum
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mavortium
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma opacum
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma talpoideum
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma tigrinum
Chordata,Actinopteri,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas
Chordata,Actinopteri,Siluriformes,Ictaluridae,Ameiurus,Ameiurus nebulosus
Chordata,Lepidosauria,Squamata,Teiidae,Ameiva,Ameiva ameiva
Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes hexapterus
Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus
Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni
Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,Ammotragus lervia
Chordata,Actinopteri,,Pomacentridae,Amphiprion,Amphiprion ocellaris
Chordata,Actinopteri,,Pomacentridae,Amphiprion,Amphiprion percula
Chordata,Actinopteri,,Pomacentridae,Amphiprion,Amphiprion sebae
Chordata,Actinopteri,Anabantiformes,Anabantidae,Anabas,Anabas testudineus
Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas bahamensis
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas capensis
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas carolinensis
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas castanea
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas crecca
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas cyanoptera
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas diazi
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas erythrorhyncha
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas fulvigula
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas georgica
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas gibberifrons
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas gracilis
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas melleri
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platalea
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas poecilorhyncha
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas puna
Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula querquedula
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas rubripes
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas smithii
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas superciliosa
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas undulata
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas versicolor
Chordata,Aves,Ciconiiformes,Ciconiidae,Anastomus,Anastomus oscitans
Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus
Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas
Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus fowleri
Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus terrestris
Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias,Andrias davidianus
Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla
Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla australis
Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla japonica
Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla marmorata
Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla rostrata
Chordata,Aves,Pelecaniformes,Anhingidae,Anhinga,Anhinga anhinga
Chordata,Aves,Pelecaniformes,Anhingidae,Anhinga,Anhinga melanogaster
Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus hyacinthinus
Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus leari
Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis,Anolis allogus
Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis,Anolis carolinensis
Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis,Anolis distichus
Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis,Anolis sagrei
Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer
Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi
Chordata,Mammalia,Eulipotyphla,Soricidae,Anourosorex,Anourosorex squamipes
Chordata,Mammalia,Eulipotyphla,Soricidae,Anourosorex,Anourosorex yamashinai
Chordata,Aves,Charadriiformes,Laridae,Anous,Anous stolidus
Chordata,Aves,Charadriiformes,Laridae,Anous,Anous tenuirostris
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser albifrons
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser brachyrhynchus
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser caerulescens
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser canagicus
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser erythropus
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser fabalis
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser indicus
Chordata,Aves,Anseriformes,Anatidae,Anser,Anser rossii
Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,Anseranas semipalmata
Chordata,Lepidosauria,Squamata,Pythonidae,Antaresia,Antaresia maculosa
Chordata,Lepidosauria,Squamata,Pythonidae,Antaresia,Antaresia perthensis
Chordata,Lepidosauria,Squamata,Pythonidae,Antaresia,Antaresia stimsoni
Chordata,Actinopteri,Lophiiformes,Antennariidae,Antennarius,Antennarius striatus
Chordata,Aves,Passeriformes,Meliphagidae,Anthochaera,Anthochaera chrysoptera
Chordata,Aves,Passeriformes,Meliphagidae,Anthornis,Anthornis melanura
Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus berthelotii
Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus rufulus
Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus trivialis
Chordata,Mammalia,Artiodactyla,Bovidae,Antidorcas,Antidorcas marsupialis
Chordata,Aves,Gruiformes,Gruidae,Antigone,Antigone antigone
Chordata,Aves,Gruiformes,Gruidae,Antigone,Antigone canadensis
Chordata,Aves,Gruiformes,Gruidae,Antigone,Antigone vipio
Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,Antilocapra americana
Chordata,Mammalia,Artiodactyla,Bovidae,Antilope,Antilope cervicapra
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,Antrostomus carolinensis
Chordata,Mammalia,Chiroptera,Vespertilionidae,Antrozous,Antrozous dubiaquercus
Chordata,Mammalia,Chiroptera,Vespertilionidae,Antrozous,Antrozous pallidus
Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,Aonyx cinereus
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus azarai
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus griseimembra
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus lemurinus
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus nancymaae
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus trivirgatus
Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus vociferans
Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma californica
Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens
Chordata,Actinopteri,,Sciaenidae,Aplodinotus,Aplodinotus grunniens
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus agrarius
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus argenteus
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus chejuensis
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus chevrieri
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus draco
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicollis
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus ilex
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus latronum
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus mystacinus
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus pallipes
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus peninsulae
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus ponticus
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus speciosus
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus
Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus uralensis
Chordata,Aves,Psittaciformes,Psittacidae,Aprosmictus,Aprosmictus erythropterus
Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri
Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes patagonicus
Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx mantelli
Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx rowi
Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila adalberti
Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila audax
Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila chrysaetos
Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila fasciata
Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila heliaca
Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila rapax
Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara ambiguus
Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara ararauna
Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara chloropterus
Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara glaucogularis
Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara macao
Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara militaris
Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara rubrogenys
Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara severus
Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,Aratinga jandaya
Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,Aratinga nenday
Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,Aratinga solstitialis
Chordata,Actinopteri,Spariformes,Sparidae,Archosargus,Archosargus probatocephalus
Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus australis
Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri
Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus galapagoensis
Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus gazella
Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus tropicalis
Chordata,Mammalia,Carnivora,Mustelidae,Arctonyx,Arctonyx collaris
Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea alba
Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cinerea
Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias
Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea intermedia
Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna carneipes
Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna pacifica
Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola bacchus
Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola grayii
Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola ralloides
Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres
Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria melanocephala
Chordata,Actinopteri,Argentiniformes,Argentinidae,Argentina,Argentina silus
Chordata,Actinopteri,Argentiniformes,Argentinidae,Argentina,Argentina sphyraena
Chordata,Aves,Galliformes,Phasianidae,Argusianus,Argusianus argus
Chordata,Actinopteri,,Sciaenidae,Argyrosomus,Argyrosomus regius
Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Arothron,Arothron hispidus
Chordata,Aves,Passeriformes,Passerellidae,Arremon,Arremon taciturnus
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus cinereus
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus glaucus
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus planirostris
Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus
Chordata,Aves,Passeriformes,Sylviidae,Arundinax,Arundinax aedon
Chordata,Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis neumanni
Chordata,Mammalia,Rodentia,Muridae,Arvicanthis,Arvicanthis niloticus
Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola amphibius
Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola scherman
Chordata,Mammalia,Chiroptera,Hipposideridae,Aselliscus,Aselliscus stoliczkanus
Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus
Chordata,Aves,Strigiformes,Strigidae,Asio,Asio otus
Chordata,Lepidosauria,Squamata,Pythonidae,Aspidites,Aspidites melanocephalus
Chordata,Lepidosauria,Squamata,Pythonidae,Aspidites,Aspidites ramsayi
Chordata,Actinopteri,Cichliformes,Cichlidae,Astronotus,Astronotus ocellatus
Chordata,Actinopteri,Characiformes,Characidae,Astyanax,Astyanax mexicanus
Chordata,Mammalia,Eulipotyphla,Erinaceidae,Atelerix,Atelerix albiventris
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles belzebuth
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles chamek
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles fusciceps
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles geoffroyi
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles hybridus
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles paniscus
Chordata,Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus patagonicus
Chordata,Aves,Strigiformes,Strigidae,Athene,Athene noctua
Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Atheris squamigera
Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,Atherurus africanus
Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,Atherurus macrourus
Chordata,Mammalia,Carnivora,Herpestidae,Atilax,Atilax paludinosus
Chordata,Actinopteri,Perciformes,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus
