Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Translational Initiation (GO:0006446),2/65,0.0005613009114282874,0.0427126582958811,0,0,70.28571428571429,526.1063826886168,BZW2;EIF4G1
GO_Biological_Process_2023,Cap-Dependent Translational Initiation (GO:0002191),1/5,0.0027472053583369,0.0427126582958811,0,0,499.625,2946.374119506432,EIF4G1
GO_Biological_Process_2023,Cellular Heat Acclimation (GO:0070370),1/5,0.0027472053583369,0.0427126582958811,0,0,499.625,2946.374119506432,RBBP7
GO_Biological_Process_2023,Toll-Like Receptor 9 Signaling Pathway (GO:0034162),1/5,0.0027472053583369,0.0427126582958811,0,0,499.625,2946.374119506432,IRAK4
GO_Biological_Process_2023,Positive Regulation Of Translation In Response To Stress (GO:0032056),1/5,0.0027472053583369,0.0427126582958811,0,0,499.625,2946.374119506432,EIF4G1
GO_Biological_Process_2023,Regulation Of Translation In Response To Endoplasmic Reticulum Stress (GO:0036490),1/5,0.0027472053583369,0.0427126582958811,0,0,499.625,2946.374119506432,EIF4G1
GO_Biological_Process_2023,Heat Acclimation (GO:0010286),1/5,0.0027472053583369,0.0427126582958811,0,0,499.625,2946.374119506432,RBBP7
GO_Biological_Process_2023,Positive Regulation Of mRNA Binding (GO:1902416),1/6,0.0032958256764104,0.0427126582958811,0,0,399.68,2284.210591570385,EIF4G1
GO_Biological_Process_2023,Myeloid Leukocyte Mediated Immunity (GO:0002444),1/7,0.0038441720045859,0.0427126582958811,0,0,333.05,1852.1566750462316,IRAK4
GO_Biological_Process_2023,Granulocyte Migration (GO:0097530),1/9,0.004940042922945,0.0427126582958811,0,0,249.7625,1326.3340991921912,IRAK4
GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),2/202,0.005257782861146,0.0427126582958811,0,0,21.98777777777778,115.39286592575218,BZW2;EIF4G1
GO_Biological_Process_2023,Response To Leucine (GO:0043201),1/10,0.0054875676690229,0.0427126582958811,0,0,222.0,1155.5699775561973,SESN1
GO_Biological_Process_2023,Cellular Response To Leucine (GO:0071233),1/10,0.0054875676690229,0.0427126582958811,0,0,222.0,1155.5699775561973,SESN1
GO_Biological_Process_2023,MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755),1/12,0.0065817961978748,0.0427126582958811,0,0,181.61818181818185,912.3494182081016,IRAK4
GO_Biological_Process_2023,Cellular Response To Leucine Starvation (GO:1990253),1/12,0.0065817961978748,0.0427126582958811,0,0,181.61818181818185,912.3494182081016,SESN1
