Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Protein Deubiquitination (GO:0016579),2/112,0.0023284996017432,0.0422899134480513,0,0,32.85454545454545,199.1817057819229,USP30;USP19
GO_Biological_Process_2023,Protein Modification By Small Protein Removal (GO:0070646),2/114,0.0024110170617407,0.0422899134480513,0,0,32.26461038961039,194.48160509461505,USP30;USP19
GO_Biological_Process_2023,Pexophagy (GO:0000425),1/5,0.0032460508750897,0.0422899134480513,0,0,416.3125,2385.6022367218384,USP30
GO_Biological_Process_2023,Regulation Of Cellular Response To Hypoxia (GO:1900037),1/6,0.0038940964853966,0.0422899134480513,0,0,333.03333333333336,1847.7667100463036,USP19
GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Differentiation (GO:0051150),1/6,0.0038940964853966,0.0422899134480513,0,0,333.03333333333336,1847.7667100463036,FOXO4
GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta1 Production (GO:0032908),1/6,0.0038940964853966,0.0422899134480513,0,0,333.03333333333336,1847.7667100463036,GATA6
GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909),1/6,0.0038940964853966,0.0422899134480513,0,0,333.03333333333336,1847.7667100463036,GATA6
GO_Biological_Process_2023,Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007197),1/7,0.0045417536091676,0.0422899134480513,0,0,277.5138888888889,1497.032601111507,CHRM3
GO_Biological_Process_2023,Coronary Vasculature Development (GO:0060976),1/7,0.0045417536091676,0.0422899134480513,0,0,277.5138888888889,1497.032601111507,GATA6
GO_Biological_Process_2023,Negative Regulation Of Muscle Cell Differentiation (GO:0051148),1/7,0.0045417536091676,0.0422899134480513,0,0,277.5138888888889,1497.032601111507,FOXO4
GO_Biological_Process_2023,Negative Regulation Of Smooth Muscle Cell Differentiation (GO:0051151),1/8,0.0051890223794998,0.0422899134480513,0,0,237.8571428571429,1251.416370420653,FOXO4
GO_Biological_Process_2023,Intestinal Epithelial Cell Differentiation (GO:0060575),1/8,0.0051890223794998,0.0422899134480513,0,0,237.8571428571429,1251.416370420653,GATA6
GO_Biological_Process_2023,Vascular Associated Smooth Muscle Cell Differentiation (GO:0035886),1/8,0.0051890223794998,0.0422899134480513,0,0,237.8571428571429,1251.416370420653,GATA6
GO_Biological_Process_2023,Protein K11-linked Deubiquitination (GO:0035871),1/9,0.005835902950749,0.0422899134480513,0,0,208.11458333333331,1070.4844511001115,USP30
GO_Biological_Process_2023,Regulation Of PERK-mediated Unfolded Protein Response (GO:1903897),1/9,0.005835902950749,0.0422899134480513,0,0,208.11458333333331,1070.4844511001115,AGR2
GO_Biological_Process_2023,Negative Regulation Of Transforming Growth Factor Beta Production (GO:0071635),1/9,0.005835902950749,0.0422899134480513,0,0,208.11458333333331,1070.4844511001115,GATA6
GO_Biological_Process_2023,Autophagy Of Peroxisome (GO:0030242),1/9,0.005835902950749,0.0422899134480513,0,0,208.11458333333331,1070.4844511001115,USP30
GO_Biological_Process_2023,Regulation Of Transmembrane Transporter Activity (GO:0022898),1/9,0.005835902950749,0.0422899134480513,0,0,208.11458333333331,1070.4844511001115,CHRM3
GO_Biological_Process_2023,Regulation Of ERAD Pathway (GO:1904292),1/10,0.006482395492037,0.0422899134480513,0,0,184.9814814814815,932.059746399125,USP19
GO_Biological_Process_2023,Columnar/Cuboidal Epithelial Cell Differentiation (GO:0002065),1/10,0.006482395492037,0.0422899134480513,0,0,184.9814814814815,932.059746399125,GATA6
GO_Biological_Process_2023,Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636),1/10,0.006482395492037,0.0422899134480513,0,0,184.9814814814815,932.059746399125,GATA6
GO_Biological_Process_2023,Cellular Response To Acetylcholine (GO:1905145),1/11,0.00712850018242,0.0424610663039805,0,0,166.475,822.994869532877,CHRM3
GO_Biological_Process_2023,Smooth Muscle Cell Differentiation (GO:0051145),1/11,0.00712850018242,0.0424610663039805,0,0,166.475,822.994869532877,GATA6
GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),2/205,0.0075705780816873,0.0427214039162728,0,0,17.719659650694133,86.53370716439676,GATA6;FOXO4
GO_Biological_Process_2023,Cardiocyte Differentiation (GO:0035051),1/13,0.0084195467572216,0.0427214039162728,0,0,138.71527777777777,662.6705253310397,GATA6
GO_Biological_Process_2023,Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897),1/13,0.0084195467572216,0.0427214039162728,0,0,138.71527777777777,662.6705253310397,USP19
GO_Biological_Process_2023,Regulation Of Humoral Immune Response (GO:0002920),1/13,0.0084195467572216,0.0427214039162728,0,0,138.71527777777777,662.6705253310397,GATA6
GO_Biological_Process_2023,G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),1/17,0.0109969941425308,0.0538067213402402,0,0,104.015625,469.12433437564215,CHRM3
GO_Biological_Process_2023,Mitochondrial Fusion (GO:0008053),1/18,0.011640389286531,0.0549908045605087,0,0,97.8921568627451,435.94063546940737,USP30
GO_Biological_Process_2023,Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338),1/19,0.0122833981550328,0.0560941849079835,0,0,92.44907407407408,406.7303181925871,CLDN18
GO_Biological_Process_2023,Regulation Of Smooth Muscle Contraction (GO:0006940),1/20,0.0129260209528938,0.0571246732434341,0,0,87.57894736842105,380.8381798737429,CHRM3
GO_Biological_Process_2023,Skin Epidermis Development (GO:0098773),1/21,0.0135682578861655,0.0580891040751463,0,0,83.19583333333334,357.74392971285124,GATA6
GO_Biological_Process_2023,Acetylcholine Receptor Signaling Pathway (GO:0095500),1/22,0.0142101091631312,0.0589934834954235,0,0,79.23015873015873,337.0293803138913,CHRM3
GO_Biological_Process_2023,Outflow Tract Septum Morphogenesis (GO:0003148),1/24,0.0154926555661662,0.060473464995055,0,0,72.33333333333333,301.441152263015,GATA6
